loss,val_loss
0.4688817688396999,0.33257720321416856
0.2518623607499259,0.1926622748374939
0.1583685790853841,0.12310553155839443
0.09958306359393256,0.07757846396416426
0.06366812475025654,0.04868726460263133
0.040947328587727885,0.030431782081723213
0.024844140586044106,0.019006207678467037
0.016415306819336756,0.012053739978000522
0.010850007539348942,0.007747718063183129
0.006762264156714081,0.005618225655052811
0.005024320918268391,0.003965928836259991
0.0034601336245292,0.002766307286219671
0.0027713854082061775,0.0023905001202365384
0.00312967321369797,0.0026668413891457023
0.002219800604507327,0.002517266632639803
0.002826767843881888,0.0020695752726169305
0.002230378714323576,0.0020848199230385943
0.0019571254678469683,0.001227578372345306
0.0015797460268783781,0.0015612767048878596
0.001468503801983648,0.0011688648286508397
0.0019582540561844195,0.0012948544957907871
0.001671087512347315,0.0014273377018980682
0.0016313077690678515,0.0017881225256132893
0.0017358635153089251,0.001027609154698439
0.0011495568498503417,0.0008970632203272544
0.001224794111580455,0.0010154438787139952
0.0015952697971702687,0.0011557323261513375
0.0012149891807764236,0.0008636197919258848
0.0010107093083206564,0.0011189529614057392
0.0018574305992972637,0.0011926808772841468
0.0015819171892612108,0.001258583263552282
0.0015448597160034945,0.0009916927927406504
0.001074596691510773,0.0007637018308741972
0.0010727738911685135,0.0009344875928945839
0.0008975301894159722,0.0007431071528117173
0.001024533699299874,0.0007674898384721019
0.0009394267615529576,0.0006700430749333464
0.0014737423160113394,0.0012854849235736765
0.0018589642298008715,0.0013704931741813197
0.001224410002552239,0.0008035971521167084
0.0009197908337228,0.0006179818723467178
0.0009045649378094823,0.0007281355399754829
0.0008560350447494005,0.0006261452857870608
0.0008416121468014483,0.0007390765109448694
0.0009607585404799985,0.0006927285343408584
0.0008908131725287864,0.0006476429334725253
0.0010789366904646158,0.0013450330239720642
0.0015724297064090415,0.0009188739117234945
0.0009603710396082274,0.0008589547825977207
0.0008512430699608688,0.0006257856948650442
